name,card_id,rare,stock
閃刀機－ホーネットビット,SLF1-JP046,nomal,0
閃刀機－ウィドウアンカー,SLF1-JP047,nomal,0
閃刀機－イーグルブースター,SLF1-JP048,nomal,0
閃刀機－シャークキャノン,SLF1-JP049,nomal,0
閃刀機構－ハーキュリーベース,SLF1-JP050,nomal,0
閃刀機関－マルチロール,SLF1-JP051,nomal,0
閃刀空域－エリアゼロ,SLF1-JP052,nomal,0
閃刀術式－ベクタードブラスト,SLF1-JP053,nomal,0
閃刀術式－シザーズクロス,SLF1-JP054,nomal,0
閃刀起動－リンケージ,SLF1-JP055,nomal,0
ドラゴンメイド・ナサリー,SLF1-JP056,nomal,0
ドラゴンメイド・エルデ,SLF1-JP057,nomal,0
ドラゴンメイド・ラドリー,SLF1-JP058,nomal,0
ドラゴンメイド・フルス,SLF1-JP059,nomal,0
ドラゴンメイド・ティルル,SLF1-JP060,nomal,0
ドラゴンメイド・フランメ,SLF1-JP061,nomal,0
ドラゴンメイド・パルラ,SLF1-JP062,nomal,0
ドラゴンメイド・ルフト,SLF1-JP063,nomal,0
ドラゴンメイド・チェイム,SLF1-JP064,nomal,0
ドラゴンメイド・ハスキー,SLF1-JP065,N-Parallel,0
ドラゴンメイド・シュトラール,SLF1-JP066,nomal,0
ドラゴンメイドのお心づくし,SLF1-JP067,N-Parallel,0
ドラゴンメイドのお出迎え,SLF1-JP068,nomal,0
ドラゴンメイドのお召し替え,SLF1-JP069,nomal,0
ドラゴンメイドのお見送り,SLF1-JP070,nomal,0
ドラゴンメイドのお片付け,SLF1-JP071,nomal,0
ドラゴンメイド・リラクゼーション,SLF1-JP072,nomal,0
ラドリートラップ,SLF1-JP073,nomal,0
Ｌｉｖｅ☆Ｔｗｉｎ キスキル,SLF1-JP074,nomal,0
Ｌｉｖｅ☆Ｔｗｉｎ リィラ,SLF1-JP075,nomal,0
Ｌｉｖｅ☆Ｔｗｉｎ キスキル・フロスト,SLF1-JP076,nomal,0
Ｌｉｖｅ☆Ｔｗｉｎ リィラ・トリート,SLF1-JP077,nomal,0
Ｅｖｉｌ★Ｔｗｉｎｓ キスキル・リィラ,SLF1-JP078,nomal,0
Ｅｖｉｌ★Ｔｗｉｎ キスキル,SLF1-JP079,N-Parallel,0
Ｅｖｉｌ★Ｔｗｉｎ リィラ,SLF1-JP080,N-Parallel,0
Ｅｖｉｌ★Ｔｗｉｎ’ｓ トラブル・サニー,SLF1-JP081,nomal,0
Ｌｉｖｅ☆Ｔｗｉｎ エントランス,SLF1-JP082,nomal,0
Ｌｉｖｅ☆Ｔｗｉｎ チャンネル,SLF1-JP083,nomal,0
シークレット・パスフレーズ,SLF1-JP084,nomal,0
Ｌｉｖｅ☆Ｔｗｉｎ トラブルサン,SLF1-JP085,nomal,0
Ｅｖｉｌ★Ｔｗｉｎ チャレンジ,SLF1-JP086,nomal,0
Ｅｖｉｌ★Ｔｗｉｎ イージーゲーム,SLF1-JP087,nomal,0
Ｅｖｉｌ★Ｔｗｉｎ プレゼント,SLF1-JP088,nomal,0
ブービーゲーム,SLF1-JP089,nomal,0
超巨大空中宮殿ガンガリディア,SLF1-JP090,nomal,0
神騎セイントレア,SLF1-JP091,nomal,0
破械雙王神ライゴウ,SLF1-JP092,nomal,0
トロイメア・フェニックス,SLF1-JP093,nomal,0
天球の聖刻印,SLF1-JP094,nomal,0
成金ゴブリン,SLF1-JP095,nomal,0
転轍地点,SLF1-JP096,nomal,0
魔法名－「解体し統合せよ」,SLF1-JP097,nomal,0
レッドアローズ,SLF1-JP098,nomal,0
スウィートルームメイド,SLF1-JP099,nomal,0
リィラップ,SLF1-JP100,nomal,0
